Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU32,OUT049,1644.156111111111
FDY27,OUT049,2778.2354444444445
NCP54,OUT013,1791.5938222222221
NCZ41,OUT049,2018.631622222222
DRL49,OUT013,2986.0390222222222
FDI05,OUT018,832.5459111111111
FDY56,OUT045,4391.024977777778
DRC13,OUT013,2144.6897555555556
NCV29,OUT017,2342.0624666666668
FDR24,OUT049,1393.3714444444445
FDZ34,OUT018,1660.579177777778
FDP37,OUT035,2644.113733333333
FDX08,OUT027,5313.157977777778
FDS57,OUT045,2076.926111111111
NCG18,OUT049,2618.443444444444
FDK25,OUT018,1851.7377555555552
FDH53,OUT049,1601.8408222222222
DRI59,OUT018,2800.0588888888888
FDA52,OUT046,3116.9057111111115
FDT20,OUT010,226.88984444444444
FDE36,OUT019,456.29493333333335
FDI24,OUT017,1767.1811555555555
FDB28,OUT018,2380.235
FDV11,OUT017,2700.1888888888893
FDP01,OUT046,1874.9667777777775
FDD34,OUT027,3819.7685777777774
FDJ50,OUT027,2443.042133333334
FDZ44,OUT013,1878.8876000000002
DRO59,OUT035,1766.1454666666666
DRB48,OUT045,973.1036888888889
FDR21,OUT018,2217.7798
NCE42,OUT010,468.94513333333333
FDO23,OUT046,3083.7636666666667
NCE30,OUT018,2871.8173333333334
FDQ22,OUT035,1373.4714222222221
FDY01,OUT045,2236.5701555555556
FDS08,OUT017,2149.0544444444445
FDG28,OUT018,2444.0778222222225
FDQ51,OUT018,1453.5153777777778
FDB05,OUT017,3405.7149555555557
FDO56,OUT049,2615.1884222222225
FDE02,OUT018,1848.2608
FDN45,OUT017,3429.5357999999997
FDS09,OUT013,1284.2542222222223
NCA54,OUT018,2504.961533333333
FDP09,OUT010,483.5187555555556
FDC53,OUT045,1267.9051333333332
NCM55,OUT017,3122.4540444444447
FDL09,OUT018,2810.045888888889
FDA11,OUT019,338.4483333333333
FDA50,OUT045,1862.5385111111111
FDC23,OUT017,2856.873822222222
FDE22,OUT049,2784.005711111111
FDD23,OUT046,3025.9130444444445
NCA29,OUT049,3342.3899777777783
FDK38,OUT046,1797.4380666666668
DRC13,OUT046,1616.3404666666668
NCP43,OUT049,2764.4755777777773
FDX28,OUT049,1111.9599777777778
FDF08,OUT049,1702.0807111111112
FDZ33,OUT046,2229.320333333333
FDD10,OUT049,2618.665377777778
FDO58,OUT017,2939.4330222222225
FDI50,OUT017,3601.904022222223
FDO58,OUT045,2221.552666666667
FDX08,OUT013,2578.4954444444443
NCK17,OUT010,209.28313333333332
FDF39,OUT035,3756.2956444444444
FDU45,OUT010,210.17086666666668
NCJ18,OUT018,1772.2116444444446
DRC27,OUT019,566.3738666666667
DRC25,OUT035,1920.3891333333331
FDU59,OUT035,2814.706488888889
FDU28,OUT035,3346.606711111111
NCP30,OUT046,854.2953777777778
FDB39,OUT018,1325.5338222222222
FDE41,OUT013,1455.3648222222223
DRH11,OUT010,208.24744444444445
FDA58,OUT045,3523.4875777777775
FDU50,OUT046,1425.2558666666666
FDM34,OUT013,2475.7403111111107
FDM44,OUT027,3435.084133333333
FDR39,OUT045,2359.7431555555554
FDM25,OUT045,2348.7944444444443
FDQ49,OUT049,1899.5274
DRH25,OUT018,1183.422511111111
FDM09,OUT027,3956.0356444444446
FDL44,OUT019,520.7295777777778
NCR42,OUT018,1001.9550222222222
DRL59,OUT046,1858.173822222222
FDX43,OUT013,3303.1817555555554
DRK47,OUT010,333.1219333333333
FDU48,OUT018,1536.740377777778
FDY12,OUT045,940.4055111111112
NCN43,OUT018,1281.3690888888889
NCM55,OUT018,2457.9856444444445
FDQ21,OUT027,3112.984888888889
FDX13,OUT035,3362.511933333333
NCK30,OUT027,4260.454199999999
FDG20,OUT049,2826.8388444444445
DRG27,OUT017,1151.6120666666666
FDY14,OUT018,3632.530822222222
FDP59,OUT035,2036.5342444444443
FDU60,OUT017,2643.226
NCC18,OUT019,455.03731111111114
DRJ39,OUT017,4425.128733333333
FDS07,OUT049,2146.7611333333334
FDM08,OUT027,5222.387244444444
FDP51,OUT045,1722.7944888888892
FDU16,OUT035,2189.0024444444443
FDH12,OUT013,1865.0537555555557
DRE48,OUT010,406.35993333333334
NCL42,OUT027,7171.183844444444
FDR21,OUT045,2356.2662
NCW29,OUT035,2603.869822222222
FDO11,OUT013,2096.4562444444446
NCM31,OUT049,2923.8976888888888
FDV35,OUT019,361.6033777777778
FDF58,OUT017,1300.7512666666667
NCE43,OUT049,3760.8082888888885
FDA02,OUT035,2470.0440222222223
DRL37,OUT010,250.6367111111111
FDR24,OUT018,2194.698733333333
FDW59,OUT049,2232.871266666667
FDS22,OUT049,1328.7148666666667
FDW24,OUT017,1423.9242666666667
FDU24,OUT035,1736.4064000000003
FDA21,OUT027,5611.06648888889
FDH58,OUT027,2962.0702222222226
FDW36,OUT018,1449.4466
FDI45,OUT027,4288.343822222222
FDU01,OUT018,1597.2542000000003
FDF35,OUT027,3828.3500000000004
FDU43,OUT019,421.0075333333333
FDE24,OUT019,284.3705777777778
FDK50,OUT049,1931.0419333333334
FDG31,OUT045,1488.2849333333334
FDC60,OUT045,1514.6950000000002
FDL36,OUT013,1601.2489999999998
FDP21,OUT013,2450.1440000000002
FDW16,OUT045,1242.3088222222223
FDX02,OUT017,3545.3849999999998
FDQ58,OUT027,3613.0006888888893
FDT51,OUT046,1837.5340222222221
FDD59,OUT049,2360.7048666666665
NCM42,OUT018,2220.073111111111
FDA57,OUT018,1494.9429333333333
FDZ48,OUT035,1710.6621333333335
FDE46,OUT045,2192.4054222222226
NCZ30,OUT019,303.4568444444444
FDB56,OUT017,3366.136844444444
FDA25,OUT027,2915.6121777777776
FDD20,OUT013,2005.2416444444445
FDL25,OUT013,1561.0050888888888
NCO18,OUT049,4054.795977777778
FDJ45,OUT017,1674.8568888888888
FDR12,OUT035,2614.078755555556
NCF19,OUT010,152.83808888888888
FDK25,OUT046,2339.547222222222
NCR17,OUT046,1990.5940444444443
FDC52,OUT046,2113.175222222222
NCA54,OUT017,3731.0692222222224
FDR45,OUT010,481.5213555555555
NCM19,OUT049,2058.8755333333334
FDF39,OUT027,6061.443199999999
FDX23,OUT049,1131.4161333333334
FDD58,OUT027,2567.546733333333
FDX28,OUT013,1858.5437111111112
NCD31,OUT013,2786.1510666666672
FDU57,OUT018,1985.193666666667
FDI27,OUT046,1256.8084666666666
NCM42,OUT046,1834.9448000000002
FDD32,OUT027,2120.794933333333
FDI34,OUT013,3967.6501555555556
NCM29,OUT049,1493.3154222222222
FDG46,OUT018,1603.2464
DRC01,OUT010,280.0058888888889
FDB15,OUT027,6468.986777777777
NCA17,OUT027,3866.0046888888883
FDF10,OUT046,2725.415311111111
FDR26,OUT027,4488.1578
FDI02,OUT049,1504.0421999999999
NCM54,OUT010,262.91702222222216
FDF14,OUT013,2121.608688888889
FDJ33,OUT010,322.76504444444447
FDM20,OUT035,3443.5176
FDC03,OUT027,4653.350177777777
NCX05,OUT046,1970.0282222222222
NCM41,OUT027,2736.438
NCU29,OUT010,463.98862222222215
FDQ59,OUT017,2005.7594888888889
FDH46,OUT010,253.44786666666667
FDH09,OUT013,921.9850444444443
NCD06,OUT045,1017.6383111111112
FDC15,OUT035,2011.5297555555558
DRD37,OUT027,1533.4853555555555
FDT28,OUT027,3437.155511111111
FDR28,OUT027,4321.559844444444
FDT38,OUT017,1569.1426444444446
FDV34,OUT027,1544.582022222222
FDY52,OUT035,1493.5373555555555
FDB34,OUT013,1857.3600666666669
DRL23,OUT018,1955.380622222222
DRB24,OUT046,1784.6399111111111
FDJ50,OUT046,1323.6843777777779
FDQ49,OUT035,3098.485244444444
FDP20,OUT035,2172.3574444444444
FDV19,OUT027,4148.229911111111
NCR54,OUT045,3050.4736666666668
FDO09,OUT010,477.00871111111115
FDS57,OUT018,1905.3716444444444
FDN10,OUT049,2607.1248444444445
FDV23,OUT049,2464.5696666666668
FDY28,OUT049,3707.618266666667
DRG51,OUT013,2313.285111111111
FDD45,OUT019,233.03000000000006
NCL18,OUT027,4818.542555555555
NCM29,OUT013,1713.1034
FDF17,OUT027,5903.278711111111
FDE22,OUT017,1999.323422222222
FDQ22,OUT017,1102.9346888888888
FDS01,OUT013,3337.8033555555558
FDW35,OUT027,1536.8143555555555
FDJ33,OUT046,1696.6803333333332
NCF54,OUT035,2885.873111111111
FDE09,OUT013,1537.7020888888887
NCE06,OUT045,2409.9740666666667
DRH49,OUT049,1472.675622222222
FDY43,OUT045,2364.625688888889
NCT05,OUT017,3359.2569111111106
FDZ34,OUT045,2847.182733333333
FDL38,OUT017,1757.342111111111
FDZ31,OUT017,3186.0009555555557
FDR14,OUT035,1224.6281333333332
NCN54,OUT049,2160.816911111111
NCC42,OUT027,3905.0649555555556
FDK08,OUT017,1683.3643333333334
FDP59,OUT013,2096.456244444444
FDV22,OUT035,2310.3999777777776
FDD33,OUT035,3700.960266666667
DRE60,OUT027,3813.2585333333327
FDK52,OUT046,3712.5008
FDA02,OUT017,1906.9991555555555
FDM56,OUT049,2019.1494666666667
FDE57,OUT035,2176.130311111111
FDM32,OUT045,1710.366222222222
NCQ30,OUT027,3480.8024
FDQ27,OUT027,2965.3992222222223
FDT60,OUT027,3140.800533333333
FDU43,OUT049,3609.227822222222
NCO55,OUT035,2086.543222222222
FDG02,OUT045,2464.939555555555
FDJ28,OUT013,3165.065244444444
FDP40,OUT045,1532.2277333333334
FDJ38,OUT045,3351.1193555555556
NCC54,OUT017,3197.0976222222216
NCZ41,OUT046,2551.7894666666666
FDK38,OUT019,475.7510888888889
FDU52,OUT013,2077.0000888888894
FDC40,OUT046,1417.5621777777778
NCR30,OUT017,1000.1055777777779
NCN18,OUT017,1670.2702666666667
FDB50,OUT035,1186.9734444444448
FDG04,OUT013,3017.923444444444
FDR26,OUT035,2325.4914444444444
NCT17,OUT018,2344.725666666667
FDX35,OUT027,4064.7829777777783
FDS12,OUT046,2327.4888444444446
NCZ29,OUT027,3374.348377777778
FDB38,OUT010,225.33631111111112
FDP12,OUT013,1195.5548666666666
FDP22,OUT046,1226.1816666666666
FDS26,OUT018,3605.528933333333
FDR52,OUT046,3637.043466666667
DRJ13,OUT046,2354.7866444444444
FDU48,OUT027,3315.536044444444
FDE29,OUT035,1435.6867333333334
NCT29,OUT049,1855.2886888888888
DRK37,OUT018,2927.744533333333
FDK55,OUT046,1343.880311111111
FDR07,OUT046,1267.3872888888886
FDO21,OUT027,5126.881933333334
FDK46,OUT049,4252.094711111111
FDB12,OUT045,1331.6739777777775
FDT31,OUT027,5203.448933333333
FDJ33,OUT045,2206.535177777778
FDC26,OUT027,2962.8839777777775
NCQ02,OUT045,2830.1678444444447
FDP08,OUT010,361.8253111111111
FDB11,OUT027,4328.069888888889
FDV55,OUT013,2260.021111111111
FDW20,OUT049,2210.012133333333
NCJ18,OUT019,275.1233555555556
FDC41,OUT018,908.7430222222222
FDE14,OUT027,2626.654977777778
FDG35,OUT013,2737.177777777777
FDF45,OUT035,1649.4085333333333
FDS19,OUT027,2372.541311111111
FDS58,OUT019,394.1536
FDA26,OUT017,4322.521555555555
FDM32,OUT049,1856.7682444444445
FDL45,OUT046,2180.790911111111
FDZ55,OUT049,2526.341111111111
FDY37,OUT049,1610.1263333333332
FDO46,OUT046,2735.6982222222223
FDQ60,OUT046,2594.6965777777777
FDA19,OUT018,2215.9303555555557
FDL15,OUT046,2241.6746222222223
FDM10,OUT018,2794.4365777777775
NCL05,OUT017,1103.9703777777777
DRK49,OUT010,250.6367111111111
NCE18,OUT027,7200.626999999999
FDG40,OUT049,840.4615333333333
DRI59,OUT045,3398.3911555555555
FDK28,OUT035,3008.158377777778
NCD06,OUT019,161.5674666666667
FDO11,OUT019,421.74731111111106
FDK27,OUT046,1833.5392222222222
FDT43,OUT027,1213.9753333333333
FDD38,OUT018,1339.959488888889
FDA16,OUT049,3619.2888
FDL14,OUT027,4020.1004
NCM17,OUT049,1379.7595333333334
FDD20,OUT045,2303.8159555555553
FDA40,OUT045,1404.1722
FDL43,OUT045,1451.0741111111113
FDV15,OUT045,2099.563311111111
FDE52,OUT046,1476.2265555555557
NCL17,OUT010,408.5792666666667
NCJ31,OUT045,2606.0891555555554
FDR60,OUT045,1316.9524
NCA18,OUT035,1993.9230444444447
FDS21,OUT027,1588.7467555555554
FDW09,OUT035,1446.3395333333335
FDL26,OUT035,2674.666555555556
FDS47,OUT018,2080.033177777778
FDC39,OUT046,2919.5330000000004
FDT51,OUT035,1999.1014888888885
FDK40,OUT035,3598.279111111111
NCG19,OUT045,3141.9102000000003
FDZ07,OUT046,1003.4345777777776
FDF08,OUT027,2523.677911111111
FDO04,OUT013,1163.2265777777777
FDK41,OUT018,868.2771777777778
FDP15,OUT049,2301.522644444444
NCD43,OUT018,1705.8535777777777
NCP18,OUT013,2482.9901333333332
FDZ51,OUT046,1955.5285777777779
DRH13,OUT035,2037.7178888888889
FDF38,OUT045,1106.4856222222222
NCI43,OUT045,828.551111111111
FDM38,OUT027,2471.8934666666664
FDS03,OUT013,1621.223
DRJ47,OUT017,2647.2947777777777
FDT50,OUT010,308.2654
FDV02,OUT046,2795.324311111111
NCG18,OUT017,1900.6370666666667
FDW52,OUT046,3322.4899555555553
FDS40,OUT035,908.1511999999999
FDN31,OUT017,2814.1146666666664
FDA37,OUT045,1824.0700666666667
FDA15,OUT046,3308.656111111111
FDL39,OUT046,2705.367333333333
FDJ53,OUT045,1389.5246
FDX22,OUT013,3051.509355555556
NCZ42,OUT045,2711.3595333333337
FDD56,OUT027,5806.885666666666
FDD40,OUT017,2683.3219555555556
FDS50,OUT013,3041.9662222222223
NCN14,OUT013,2637.603688888889
FDT15,OUT013,2966.1389999999997
NCS18,OUT027,3187.110622222222
NCO26,OUT010,313.14793333333336
FDF58,OUT018,1148.505
NCB19,OUT013,1673.451311111111
FDH26,OUT017,2422.6982444444443
DRB24,OUT027,4907.019977777778
FDA49,OUT018,1026.1457555555555
FDB32,OUT045,1779.3874888888888
FDI36,OUT017,2492.533266666667
NCA17,OUT010,426.3339333333334
FDH22,OUT013,1740.6971111111113
NCM26,OUT018,1989.4843777777778
FDT15,OUT027,4918.116644444443
FDB16,OUT018,1300.603311111111
NCP54,OUT027,3480.8024
FDJ36,OUT013,1713.1773777777778
FDO28,OUT045,1768.8826444444446
FDU09,OUT013,1499.8994444444443
FDF29,OUT017,2141.9525777777776
FDY08,OUT013,3027.8364666666666
DRJ59,OUT018,1445.7477111111111
FDT23,OUT027,3251.2493555555557
FDU15,OUT018,1311.4780444444443
FDT47,OUT013,2096.4562444444446
FDI53,OUT019,386.82980000000003
FDR59,OUT018,1695.1268
FDD53,OUT035,908.1511999999999
FDY51,OUT017,2598.913311111111
FDT04,OUT049,978.5040666666669
FDU51,OUT049,3076.735777777778
FDG14,OUT035,2554.526644444444
NCU06,OUT045,3266.2668444444444
DRG25,OUT046,1718.4298
DRH49,OUT035,1700.2312666666667
FDN15,OUT035,2293.8289555555552
FDL43,OUT018,1094.5752
NCT18,OUT049,4142.015777777778
NCB31,OUT013,3927.850111111111
FDK57,OUT035,2054.8807333333334
FDY04,OUT019,342.96097777777777
NCP54,OUT046,1928.2307777777778
FDF41,OUT013,3583.2616222222223
FDM01,OUT045,2461.758511111111
FDW03,OUT045,1931.7077333333336
FDF28,OUT045,2138.771533333333
FDY37,OUT017,2430.8358
FDQ03,OUT017,3440.2625777777776
FDP51,OUT027,3437.0075555555554
FDJ40,OUT017,2048.962511111111
FDC32,OUT049,1449.520577777778
DRI49,OUT027,2037.7178888888893
NCW54,OUT017,864.8742
FDF09,OUT017,670.5345777777777
FDP45,OUT018,2581.528533333333
DRJ23,OUT018,2689.9799555555555
FDS59,OUT017,1756.3064222222222
FDY08,OUT046,2400.282977777778
FDX16,OUT049,2435.2744666666667
FDY16,OUT018,1631.8758
FDK32,OUT035,2399.5432
FDQ22,OUT013,1047.007488888889
NCC31,OUT018,2452.7332222222226
FDG58,OUT049,2423.8079111111115
DRF48,OUT013,2869.819933333333
DRH36,OUT049,1086.0677555555556
NCR30,OUT035,1992.0736000000002
FDB03,OUT019,489.4369777777777
FDZ28,OUT027,3503.143688888889
FDR35,OUT017,2743.6138444444446
DRD15,OUT027,6188.980888888888
FDJ33,OUT019,303.38286666666664
FDA56,OUT010,311.0025777777778
FDP56,OUT046,1958.1178
NCT30,OUT046,1108.4090444444444
FDK15,OUT017,1808.8306444444447
FDH44,OUT018,1950.2761555555553
FDV01,OUT013,1742.7684888888887
DRG03,OUT017,1828.7306666666668
FDG50,OUT027,2632.721155555556
FDR16,OUT010,309.15313333333336
FDZ60,OUT046,1610.7921333333334
DRG03,OUT045,2199.063422222222
FDS56,OUT018,2558.299511111111
FDU33,OUT045,1173.8793777777778
DRD27,OUT035,998.404088888889
FDW22,OUT046,3413.704555555555
DRA24,OUT045,2172.875288888889
FDF38,OUT049,1380.795222222222
FDX48,OUT013,2316.8360444444443
FDS58,OUT018,2792.661111111111
FDC32,OUT046,1414.9729555555557
NCQ29,OUT045,3471.037333333333
DRK39,OUT018,1419.0417333333332
NCS38,OUT017,1490.9481333333333
DRO47,OUT013,1424.442111111111
DRG27,OUT027,1911.141911111111
FDC57,OUT027,5102.469266666667
FDS55,OUT046,2743.3919111111118
NCJ06,OUT018,1656.2884666666669
FDO01,OUT019,338.59628888888886
NCM55,OUT045,2746.7948888888886
FDC52,OUT049,2219.4812888888887
FDQ15,OUT045,1477.7061111111113
NCT30,OUT027,1358.9717777777778
NCR42,OUT027,1187.9351555555554
FDD28,OUT035,1257.8441555555555
FDQ34,OUT049,2111.1038444444443
FDZ12,OUT027,3897.741155555556
DRE13,OUT019,184.20466666666667
NCN07,OUT019,272.23822222222225
FDM28,OUT035,2929.8159111111113
FDI10,OUT017,2318.5375333333336
FDQ25,OUT013,2108.440644444445
FDA38,OUT010,439.5019777777777
DRI13,OUT049,2763.143977777778
FDY20,OUT027,2413.0811333333336
NCZ53,OUT035,2927.300666666667
NCM31,OUT013,2512.877155555556
DRB01,OUT017,2386.4491333333335
DRF37,OUT046,2422.032444444444
NCF42,OUT049,2955.930066666667
FDF16,OUT018,2084.3978666666662
FDB41,OUT013,1045.4539555555557
FDR34,OUT013,3824.6511111111113
FDR15,OUT018,2312.249422222222
NCV42,OUT019,297.2427111111111
FDW51,OUT035,3115.870022222222
FDU36,OUT017,1775.3926888888886
FDX60,OUT049,1607.0932444444445
FDY03,OUT035,1998.9535333333333
FDW55,OUT045,4343.753177777779
FDT01,OUT010,326.0200666666667
FDG58,OUT013,2582.416266666667
FDK21,OUT017,4640.182133333333
NCS41,OUT019,579.6158888888889
FDS10,OUT045,2547.128866666667
NCT53,OUT046,2159.8552
FDJ28,OUT018,2402.3543555555557
FDX44,OUT045,823.3726666666666
FDT20,OUT018,774.3993777777778
FDO44,OUT017,1559.9694
NCX17,OUT049,3245.183177777778
FDY01,OUT017,2312.4713555555554
FDJ12,OUT027,4922.111444444444
DRK35,OUT018,1367.6271777777777
FDD47,OUT019,238.8002666666667
NCM53,OUT035,2313.0631777777776
FDO45,OUT013,1425.6257555555555
NCM42,OUT010,333.0479555555556
FDE04,OUT046,2412.3413555555558
NCI30,OUT027,6234.5512
FDZ19,OUT013,3303.1817555555554
FDW57,OUT013,2378.533511111111
FDA25,OUT013,1669.8264
FDT22,OUT046,1364.3721555555558
FDP51,OUT013,2071.7476666666666
FDD48,OUT027,2456.875977777778
FDY39,OUT035,2863.679777777778
FDO48,OUT010,348.95317777777774
FDD23,OUT027,4397.387066666666
DRN35,OUT027,2091.351777777778
FDT01,OUT035,3001.0565111111114
FDC20,OUT010,183.61284444444445
DRJ35,OUT035,1687.7290222222223
FDB32,OUT046,1517.9500222222223
FDL24,OUT046,3231.2753555555555
NCV42,OUT035,1989.0405111111115
FDZ46,OUT046,1911.4378222222222
FDC15,OUT013,1997.3260222222223
FDD08,OUT019,164.0827111111111
FDY50,OUT049,1684.3260444444445
FDD36,OUT013,1781.8287555555555
FDG57,OUT027,1194.2972444444442
FDL21,OUT018,670.8304888888889
FDN16,OUT027,2816.5559333333335
FDJ09,OUT027,2112.065555555555
FDS01,OUT010,290.8806222222222
FDV33,OUT017,3811.4830666666667
DRE12,OUT017,1689.8003999999999
FDR07,OUT013,1698.0119333333337
FDP48,OUT010,261.8813333333333
NCB55,OUT035,1565.4437555555555
FDQ08,OUT013,1288.396977777778
FDR34,OUT035,3762.361822222222
FDO33,OUT046,2256.988022222222
FDP13,OUT045,1535.3347999999999
FDX12,OUT049,3440.632466666667
NCT06,OUT049,3412.003066666666
FDR16,OUT019,377.87848888888885
FDE36,OUT046,3609.5237333333334
FDZ36,OUT049,3948.0460444444448
FDV13,OUT045,1737.8859555555557
NCZ17,OUT035,1128.1611111111113
FDU56,OUT045,3050.177755555556
FDM09,OUT035,2659.7230444444444
FDV02,OUT017,2869.745955555556
FDS34,OUT018,1852.1816222222224
FDA11,OUT049,1332.2658
FDP09,OUT017,3684.4632222222226
FDB29,OUT027,3262.5679555555557
FDT19,OUT017,3193.102822222222
DRH15,OUT017,1003.9524222222221
FDY38,OUT046,3509.653733333333
FDF14,OUT027,4499.846288888889
FDN48,OUT010,244.86644444444443
FDQ12,OUT013,3387.1465333333335
NCJ43,OUT045,3042.706
FDE17,OUT019,342.96097777777777
FDB05,OUT035,3347.790355555556
FDH10,OUT045,2417.445822222222
NCR06,OUT017,615.7910222222222
FDU32,OUT018,1927.7869111111113
FDD56,OUT049,3183.4857111111114
FDO36,OUT018,1933.187288888889
FDH16,OUT010,263.0649777777778
FDX10,OUT018,1325.4598444444443
FDZ37,OUT017,1574.5430222222221
FDU31,OUT010,434.8413777777777
DRC49,OUT049,2666.7509333333333
FDL15,OUT045,2359.743155555556
FDN32,OUT019,511.33439999999996
DRH59,OUT027,2091.3517777777774
NCU29,OUT049,2097.9358
FDR37,OUT019,315.8111333333333
FDS14,OUT018,1688.0989111111112
FDU02,OUT027,6195.564911111111
FDJ08,OUT035,3687.7182444444447
NCZ06,OUT045,3618.7709555555552
FDO31,OUT049,2130.929888888889
FDH31,OUT018,1578.315888888889
FDS58,OUT017,2599.2832
NCA53,OUT027,1627.954977777778
FDF50,OUT046,2966.065022222222
NCW42,OUT049,3033.606733333333
NCQ17,OUT045,2185.081622222222
FDK51,OUT018,3618.4750444444444
NCW41,OUT010,484.0366000000001
NCR29,OUT017,1339.885511111111
FDB08,OUT019,484.48046666666676
FDA40,OUT027,2100.0811555555556
FDL14,OUT018,2619.7750444444446
FDB47,OUT046,3065.2692222222227
FDO03,OUT035,3383.299688888889
DRK13,OUT019,392.0082444444445
FDX13,OUT010,256.7028888888889
FDF52,OUT046,3080.360688888889
FDT11,OUT013,2096.456244444444
FDB08,OUT013,2913.170911111111
FDQ28,OUT018,2013.3792000000003
FDD29,OUT045,3916.087644444445
NCQ29,OUT027,5180.219911111111
NCO02,OUT013,1924.6798444444441
FDR56,OUT010,374.47551111111113
NCM54,OUT049,2790.3678
FDP51,OUT035,2205.351533333333
FDT38,OUT013,952.463888888889
FDZ20,OUT018,2958.445311111111
FDJ53,OUT013,1959.2274666666667
FDX13,OUT049,3028.8721555555553
FDP58,OUT035,3474.2183777777773
NCK31,OUT019,227.3337111111111
FDA35,OUT018,2141.9525777777776
FDV37,OUT018,2377.6457777777778
NCO07,OUT027,3173.3507555555557
FDA20,OUT045,2176.944066666667
FDZ59,OUT035,2662.9780666666666
NCY17,OUT017,1652.5895777777778
FDQ28,OUT035,2708.4744
FDV35,OUT017,2249.3683111111113
FDQ36,OUT013,1030.1405555555557
FDD34,OUT018,2093.2752
FDK51,OUT045,4657.197022222223
FDV31,OUT035,2512.7291999999998
FDR04,OUT035,1735.2227555555555
FDR14,OUT049,1078.4480444444443
DRC36,OUT010,437.57855555555557
FDE39,OUT019,403.8446888888889
FDP57,OUT049,2363.4420444444445
FDE57,OUT046,2413.0071555555555
NCN18,OUT046,1506.4834666666668
NCQ05,OUT018,1987.5609555555557
FDW47,OUT035,2158.967466666667
FDV46,OUT035,2836.2340222222215
NCP29,OUT045,1148.0611333333334
FDE09,OUT018,1364.963977777778
NCU06,OUT027,5639.178044444444
FDT19,OUT010,371.5903777777778
DRF15,OUT017,2384.4517333333333
DRI51,OUT013,2965.251266666667
NCX54,OUT013,1516.1745555555558
DRE01,OUT013,3350.749466666666
NCB07,OUT045,2786.0770888888887
FDU50,OUT035,1608.7207555555556
FDG40,OUT035,868.4251333333333
FDW10,OUT018,2217.7798
FDX51,OUT013,3064.825355555555
NCP17,OUT045,1119.4317333333333
FDP21,OUT035,2319.0553777777777
FDL04,OUT045,1940.2151777777779
FDV23,OUT013,1958.6356444444443
FDF24,OUT046,1845.0057777777777
FDH56,OUT027,3296.301822222222
FDB51,OUT049,956.5326666666666
FDI58,OUT027,2615.9282
FDR20,OUT013,1535.7046888888888
FDC51,OUT018,1741.5848444444446
FDB16,OUT027,2199.2853555555557
FDE40,OUT049,1448.1889777777776
NCM17,OUT035,1350.5383111111112
FDU56,OUT035,3490.197577777778
FDS32,OUT019,307.2297111111111
FDX02,OUT049,2952.8230000000003
FDT39,OUT027,4544.5288666666665
FDE35,OUT017,1277.1523555555557
NCI42,OUT019,347.3256666666667
DRL23,OUT046,2262.3884
FDA10,OUT046,2247.9627333333333
FDA11,OUT013,1637.5720888888889
NCM06,OUT046,2457.9116666666664
NCT05,OUT035,4132.472644444444
NCQ02,OUT010,435.50717777777777
NCY06,OUT049,3100.038777777778
FDY56,OUT035,3429.3878444444445
FDL02,OUT035,2750.7896888888886
NCI06,OUT035,2195.2905555555553
FDQ14,OUT045,1889.9102888888888
FDQ12,OUT017,3788.254044444444
FDP36,OUT046,1029.030888888889
FDK21,OUT027,5786.689733333334
FDO40,OUT045,2501.188666666667
NCK54,OUT019,288.73526666666663
FDY09,OUT018,2856.5779111111115
NCW30,OUT049,4603.933022222222
NCC55,OUT027,2844.001688888889
FDE58,OUT018,1774.8008666666667
FDR39,OUT013,2805.4592666666667
FDU28,OUT049,2942.096222222222
FDH08,OUT017,2841.2645111111115
FDG35,OUT045,2570.5058444444444
FDG22,OUT049,1328.7148666666665
FDC34,OUT035,2550.014
FDP15,OUT018,2927.8924888888887
FDK34,OUT010,459.69791111111107
FDU45,OUT035,1793.2953111111112
FDQ04,OUT027,1524.1641555555552
FDX22,OUT018,3280.766488888889
FDB45,OUT017,1731.8197777777777
NCH43,OUT027,5579.921844444445
DRE60,OUT046,2342.654288888889
FDD17,OUT027,5853.491666666666
NCM54,OUT017,2586.633
NCH55,OUT013,1950.9419555555558
NCT06,OUT017,2962.1442
FDA48,OUT027,5055.419400000001
FDY58,OUT027,5065.258444444444
FDO25,OUT045,2279.2553333333335
FDN50,OUT045,1737.8859555555555
FDH35,OUT035,3204.0515333333333
FDK09,OUT045,3531.9210444444448
FDO16,OUT013,1679.887377777778
FDW11,OUT045,908.1512000000001
FDU47,OUT027,3428.130222222222
NCQ42,OUT010,254.0396888888889
FDK55,OUT027,2241.3047333333334
FDN08,OUT049,2365.883311111111
FDT57,OUT045,2625.9152000000004
FDJ12,OUT018,2990.625644444445
DRL59,OUT017,976.1367777777778
NCN53,OUT046,1333.8933111111112
FDO51,OUT010,225.0404
FDK56,OUT017,2584.4876444444444
FDY12,OUT035,868.9429777777779
FDU15,OUT035,1953.6051555555557
FDQ19,OUT046,3732.178888888889
DRF15,OUT045,2562.294311111111
DRE25,OUT019,183.68682222222225
FDK57,OUT018,1973.8750666666665
FDD33,OUT010,549.2850000000001
FDR34,OUT027,5126.881933333333
FDU04,OUT045,1634.3170666666667
FDE35,OUT019,200.70171111111114
NCD31,OUT035,3607.6003111111113
FDJ56,OUT035,2114.2109111111113
NCU53,OUT046,2159.8552
FDD39,OUT035,2996.691822222222
NCU17,OUT019,189.90095555555553
